area,building_type,location,num_bath_rooms,num_bed_rooms,price
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,78 Lakh
2 Beds,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",2 Beds,2 Beds,38 Lakh
3 Beds,Apartment,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",3 Beds,3 Beds,84 Lakh
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,52 Lakh
2 Beds,Apartment,"Dolairpar, Kadamtali, Shyampur, Dhaka",2 Beds,2 Beds,35 Lakh
3 Beds,Apartment,"Matuail, Demra, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Matuail, Demra, Dhaka",3 Beds,3 Beds,60 Lakh
2 Beds,Apartment,"Bibir Bagicha, Jatra Bari, Dhaka",2 Beds,2 Beds,67 Lakh
2 Beds,Apartment,"Dolairpar, Kadamtali, Shyampur, Dhaka",2 Beds,2 Beds,45 Lakh
3 Beds,Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Beds,75 Lakh
2 Beds,Apartment,"Dolairpar, Kadamtali, Shyampur, Dhaka",2 Beds,2 Beds,40 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,53 Lakh
3 Beds,Apartment,"Donia, Jatra Bari, Dhaka",3 Beds,3 Beds,65 Lakh
4 Beds,Apartment,"Kahektuli, Bangshal, Dhaka",4 Beds,4 Beds,95 Lakh
3 Beds,Apartment,"North Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,55 Lakh
4 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.2 Crore
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka",3 Beds,3 Beds,55 Lakh
6 Beds,Apartment,"Priyanka City, Sector 12, Uttara, Dhaka",6 Beds,6 Beds,2.35 Crore
2 Beds,Apartment,"Mohakhali, Dhaka",2 Beds,2 Beds,55 Lakh
3 Beds,Apartment,"Muradpur, Kadamtali, Shyampur, Dhaka",3 Beds,3 Beds,78 Lakh
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,92 Lakh
2 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",2 Beds,2 Beds,50 Lakh
3 Beds,Apartment,"Muradpur, Kadamtali, Shyampur, Dhaka",3 Beds,3 Beds,78 Lakh
3 Beds,Apartment,"Dakshin Khan, Dhaka",3 Beds,3 Beds,56 Lakh
3 Beds,Apartment,"Block C, Future Town, Bochila, Mohammadpur, Dhaka",3 Beds,3 Beds,81.25 Lakh
3 Beds,Apartment,Dhaka,3 Beds,3 Beds,71 Lakh
3 Beds,Apartment,"East Goran, Goran, Khilgaon, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,86.95 Lakh
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,77.25 Lakh
3 Beds,Apartment,"Block C, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.3 Crore
3 Beds,Apartment,"Block D, Metro Housing, Bochila, Mohammadpur, Dhaka",3 Beds,3 Beds,65.5 Lakh
2 Beds,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Beds,47 Lakh
4 Beds,Apartment,"Block C, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2 Crore
3 Beds,Apartment,"Katabon, New Market, Dhaka",3 Beds,3 Beds,1.3 Crore
3 Beds,Apartment,"Block C, Future Town, Bochila, Mohammadpur, Dhaka",3 Beds,3 Beds,81.25 Lakh
3 Beds,Apartment,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",3 Beds,3 Beds,1.6 Crore
2 Beds,Apartment,"South Matuail, Matuail, Demra, Dhaka",2 Beds,2 Beds,34.25 Lakh
2 Beds,Apartment,"South Matuail, Matuail, Demra, Dhaka",2 Beds,2 Beds,34.25 Lakh
3 Beds,Apartment,"Section 1, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
2 Beds,Apartment,"Dakshin Khan, Dhaka",2 Beds,2 Beds,55 Lakh
2 Beds,Apartment,"South Matuail, Matuail, Demra, Dhaka",2 Beds,2 Beds,34.25 Lakh
2 Beds,Apartment,"South Matuail, Matuail, Demra, Dhaka",2 Beds,2 Beds,34.25 Lakh
2 Beds,Apartment,"South Matuail, Matuail, Demra, Dhaka",2 Beds,2 Beds,38.35 Lakh
2 Beds,Apartment,"South Matuail, Matuail, Demra, Dhaka",2 Beds,2 Beds,38.35 Lakh
2 Beds,Apartment,"Sector 10, Uttara, Dhaka",2 Beds,2 Beds,62 Lakh
2 Beds,Apartment,"Sector 10, Uttara, Dhaka",2 Beds,2 Beds,62 Lakh
4 Beds,Apartment,"Muradpur, Chattogram",4 Beds,4 Beds,1.45 Crore
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,58.75 Lakh
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,77.25 Lakh
4 Beds,Apartment,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",4 Beds,4 Beds,2.3 Crore
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,58.75 Lakh
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,86.95 Lakh
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,84.95 Lakh
3 Beds,Apartment,"Block D, Metro Housing, Bochila, Mohammadpur, Dhaka",3 Beds,3 Beds,52.9 Lakh
5 Beds,Apartment,"Block C, Bashundhara R-A, Dhaka",5 Beds,5 Beds,3.5 Crore
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,1.7 Crore
2 Beds,Apartment,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",2 Beds,2 Beds,90 Lakh
4 Beds,Apartment,"Block L, Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.75 Crore
4 Beds,Apartment,"Block L, Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.75 Crore
3 Beds,Apartment,"Block D, Metro Housing, Bochila, Mohammadpur, Dhaka",3 Beds,3 Beds,55.6 Lakh
3 Beds,Apartment,"Block B, New Town R/A, Matuail, Demra, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Block B, New Town R/A, Matuail, Demra, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Akbarshah Railway Colony, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,70 Lakh
2 Beds,Apartment,"Block B, New Town R/A, Matuail, Demra, Dhaka",2 Beds,2 Beds,45 Lakh
,Plot,"Section 11, Mirpur, Dhaka",,,1.8 Crore
2 Beds,Apartment,"Block A, Section 10, Mirpur, Dhaka",2 Beds,2 Beds,60 Lakh
3 Beds,Apartment,"Boro Maghbazar, Maghbazar, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.1 Crore
4 Beds,Apartment,"Block L, Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.75 Crore
2 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",2 Beds,2 Beds,50 Lakh
2 Beds,Apartment,"Shahjadpur, Badda, Dhaka",2 Beds,2 Beds,1 Crore
,Plot,"Block B, Aftab Nagar, Dhaka",,,4.72 Crore
3 Beds,Apartment,"New Market, Dhaka",3 Beds,3 Beds,2.2 Crore
3 Beds,Apartment,"Ullan, West Rampura, Rampura, Dhaka",3 Beds,3 Beds,71 Lakh
3 Beds,Apartment,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Block C, Banasree, Dhaka",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"Block C, Banasree, Dhaka",3 Beds,3 Beds,1.17 Crore
3 Beds,Apartment,"South Badda, Badda, Dhaka",3 Beds,3 Beds,52 Lakh
3 Beds,Apartment,"Ullan, West Rampura, Rampura, Dhaka",3 Beds,3 Beds,73 Lakh
4 Beds,Apartment,"Block H, Banasree, Dhaka",4 Beds,4 Beds,95 Lakh
3 Beds,Apartment,"Sector 2, Block D, Aftab Nagar, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Sector 2, Block F, Aftab Nagar, Dhaka",3 Beds,3 Beds,1.1 Crore
2 Beds,Apartment,"Goran, Khilgaon, Dhaka",2 Beds,2 Beds,55 Lakh
2 Beds,Apartment,"Uttar Badda, Badda, Dhaka",2 Beds,2 Beds,66 Lakh
3 Beds,Apartment,"Mohakhali, Dhaka",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,1.34 Crore
2 Beds,Apartment,"Block J, Banasree, Dhaka",2 Beds,2 Beds,65 Lakh
1 Bed,Apartment,"Block C, Bashundhara R-A, Dhaka",1 Bed,1 Bed,34 Lakh
2 Beds,Apartment,"Block J, Banasree, Dhaka",2 Beds,2 Beds,65 Lakh
3 Beds,Apartment,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,1.34 Crore
3 Beds,Apartment,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,1.34 Crore
3 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",3 Beds,3 Beds,1.3 Crore
3 Beds,Apartment,"East Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,68 Lakh
6 Beds,Building,"East Kazipara, Mirpur, Dhaka",6 Beds,6 Beds,2.7 Crore
3 Beds,Apartment,"Block C, Aftab Nagar, Dhaka",3 Beds,3 Beds,1.4 Crore
4 Beds,Apartment,"Maghbazar, Dhaka",4 Beds,4 Beds,1.15 Crore
3 Beds,Apartment,"Block B, Banasree, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Purana Paltan, Motijheel, Dhaka",3 Beds,3 Beds,95 Lakh
2 Beds,Apartment,"East Rampura, Rampura, Dhaka",2 Beds,2 Beds,55 Lakh
5 Beds,Apartment,"Block C, Mohanagar Housing, West Rampura, Rampura, Dhaka",5 Beds,5 Beds,90 Lakh
3 Beds,Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,4.22 Crore
3 Beds,Apartment,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,1.95 Crore
3 Beds,Apartment,"Baigertek, Cantonment, Dhaka",3 Beds,3 Beds,50 Lakh
3 Beds,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3 Beds,3 Beds,1.1 Crore
7 Beds,Building,"Wari, Sutrapur, Dhaka",7 Beds,7 Beds,18 Crore
4 Beds,Apartment,"Block B, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2 Crore
4 Beds,Apartment,"Block L, Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.75 Crore
3 Beds,Apartment,"Block K, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.35 Crore
3 Beds,Apartment,"Block B, Arambag Residential Area, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,95 Lakh
4 Beds,Apartment,"Mirpur, Dhaka",4 Beds,4 Beds,1.3 Crore
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Beds,4.5 Crore
4 Beds,Apartment,"Mirpur, Dhaka",4 Beds,4 Beds,1.3 Crore
4 Beds,Apartment,"Mirpur, Dhaka",4 Beds,4 Beds,1.3 Crore
3 Beds,Apartment,"Block L, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.6 Crore
3 Beds,Apartment,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,72 Lakh
3 Beds,Apartment,"Janata Housing Society, Adabor, Dhaka",3 Beds,3 Beds,68 Lakh
3 Beds,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",3 Beds,3 Beds,58.2 Lakh
3 Beds,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",3 Beds,3 Beds,58.2 Lakh
3 Beds,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",3 Beds,3 Beds,48.46 Lakh
3 Beds,Apartment,"Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",3 Beds,3 Beds,48.46 Lakh
3 Beds,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",3 Beds,3 Beds,58.2 Lakh
4 Beds,Apartment,"Gulshan 1, Gulshan, Dhaka",4 Beds,4 Beds,4.7 Crore
3 Beds,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,1.2 Crore
4 Beds,Apartment,"Mirpur, Dhaka",4 Beds,4 Beds,1.25 Crore
3 Beds,Apartment,"Jahuri Moholla, Mohammadpur, Dhaka",3 Beds,3 Beds,1.32 Crore
3 Beds,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Beds,84 Lakh
3 Beds,Apartment,"Jahuri Moholla, Mohammadpur, Dhaka",3 Beds,3 Beds,1.32 Crore
3 Beds,Apartment,"West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,84.6 Lakh
4 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.18 Crore
3 Beds,Apartment,"Block J, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.9 Crore
3 Beds,Apartment,"East Monipur, Mirpur, Dhaka",3 Beds,3 Beds,81 Lakh
3 Beds,Apartment,"Sector 12, Uttara, Dhaka",3 Beds,3 Beds,88 Lakh
3 Beds,Apartment,"East Monipur, Mirpur, Dhaka",3 Beds,3 Beds,81 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,88 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,67 Lakh
3 Beds,Apartment,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,76 Lakh
3 Beds,Apartment,"Jahuri Moholla, Mohammadpur, Dhaka",3 Beds,3 Beds,1.32 Crore
3 Beds,Apartment,"Shamoly Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Road No 10, Block A, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.5 Crore
3 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",3 Beds,3 Beds,1.2 Crore
,Plot,"Purbachal, Dhaka",,,2.5 Crore
3 Beds,Apartment,"North Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"C & B Colony, East Nasirabad, Chattogram",3 Beds,3 Beds,1.48 Crore
3 Beds,Apartment,"Sholokbahar, Chattogram",3 Beds,3 Beds,50 Lakh
,Plot,"Purbachal, Dhaka",,,4.9 Crore
3 Beds,Apartment,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,1.15 Crore
4 Beds,Apartment,"Banani DOHS, Dhaka",4 Beds,4 Beds,3.8 Crore
,Plot,"Purbachal, Dhaka",,,5.8 Crore
3 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",3 Beds,3 Beds,1.8 Crore
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,67 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,67 Lakh
3 Beds,Apartment,"Hatirpool, Dhaka",3 Beds,3 Beds,78 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,67 Lakh
3 Beds,Apartment,"Hill Side Residential Area, Lal Khan Bazaar, Chattogram",3 Beds,3 Beds,85.63 Lakh
2 Beds,Apartment,"Block E, Section 12, Mirpur, Dhaka",2 Beds,2 Beds,32 Lakh
3 Beds,Apartment,"Satarkul, Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,43 Lakh
2 Beds,Apartment,"Block D, Section 10, Mirpur, Dhaka",2 Beds,2 Beds,50 Lakh
,Plot,"Purbachal, Dhaka",,,2.5 Crore
3 Beds,Apartment,"Jahuri Moholla, Mohammadpur, Dhaka",3 Beds,3 Beds,1.32 Crore
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,1.05 Crore
2 Beds,Apartment,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",2 Beds,2 Beds,37 Lakh
3 Beds,Apartment,"Jahuri Moholla, Mohammadpur, Dhaka",3 Beds,3 Beds,1.32 Crore
3 Beds,Apartment,"Panchlaish, Chattogram",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,1.8 Crore
3 Beds,Apartment,"West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,84 Lakh
,Plot,"Purbachal, Dhaka",,,4.2 Crore
3 Beds,Apartment,"Jahuri Moholla, Mohammadpur, Dhaka",3 Beds,3 Beds,1.32 Crore
2 Beds,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",2 Beds,2 Beds,42 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"East Goran, Goran, Khilgaon, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,78 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Block E, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.75 Crore
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Panchlaish, Chattogram",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"A-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,81 Lakh
,Plot,"Purbachal, Dhaka",,,2.5 Crore
4 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.45 Crore
3 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Malibagh, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,68 Lakh
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,49 Lakh
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,49 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
4 Beds,Apartment,"Shayesta Khan Ave, Sector 4, Uttara, Dhaka",4 Beds,4 Beds,3.9 Crore
4 Beds,Apartment,"Shayesta Khan Ave, Sector 4, Uttara, Dhaka",4 Beds,4 Beds,3.9 Crore
4 Beds,Apartment,"Shayesta Khan Ave, Sector 4, Uttara, Dhaka",4 Beds,4 Beds,3.9 Crore
3 Beds,Apartment,"Road No 3, Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,88 Lakh
3 Beds,Apartment,"Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"West Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,62 Lakh
3 Beds,Apartment,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,1.75 Crore
3 Beds,Apartment,"West Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,50.4 Lakh
3 Beds,Apartment,"Gulshan 1, Gulshan, Dhaka",3 Beds,3 Beds,5.97 Crore
3 Beds,Apartment,"Block A, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.18 Crore
2 Beds,Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2 Beds,2 Beds,54 Lakh
3 Beds,Apartment,"Block L, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,49 Lakh
3 Beds,Apartment,"Block E, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.12 Crore
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,62 Lakh
2 Beds,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",2 Beds,2 Beds,48 Lakh
4 Beds,Apartment,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",4 Beds,4 Beds,2 Crore
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,1.21 Crore
3 Beds,Apartment,"Sutrapur, Dhaka",3 Beds,3 Beds,62 Lakh
3 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,1.21 Crore
3 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,1.21 Crore
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
4 Beds,Apartment,"Momin Bagh R/A, Ali Nagar, Bayazid, Chattogram",4 Beds,4 Beds,58.8 Lakh
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,91 Lakh
3 Beds,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Block B, Aftab Nagar, Dhaka",3 Beds,3 Beds,64 Lakh
3 Beds,Apartment,"Mohakhali, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Block B, Aftab Nagar, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,81.55 Lakh
3 Beds,Apartment,"Block F, Mohammadpur, Dhaka",3 Beds,3 Beds,1.95 Crore
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,73.92 Lakh
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,76.46 Lakh
3 Beds,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3 Beds,3 Beds,2.3 Crore
3 Beds,Apartment,"Lalbagh, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Eskaton, Dhaka",3 Beds,3 Beds,45 Lakh
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,49 Lakh
2 Beds,Apartment,"Mohakhali, Dhaka",2 Beds,2 Beds,55 Lakh
4 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",4 Beds,4 Beds,70 Lakh
2 Beds,Apartment,"East Rampura, Rampura, Dhaka",2 Beds,2 Beds,59.5 Lakh
3 Beds,Apartment,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.4 Crore
5 Beds,Apartment,"Block C, Mohanagar Housing, West Rampura, Rampura, Dhaka",5 Beds,5 Beds,95 Lakh
3 Beds,Apartment,"Dewan Bazar, Bakalia, Chattogram",3 Beds,3 Beds,72.8 Lakh
3 Beds,Apartment,"East Nasirabad, Chattogram",3 Beds,3 Beds,83 Lakh
3 Beds,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,1.85 Crore
3 Beds,Apartment,"Block H, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.25 Crore
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,1.02 Crore
3 Beds,Apartment,"West Monipur, Mirpur, Dhaka",3 Beds,3 Beds,57.5 Lakh
3 Beds,Apartment,"Block D, Banasree, Dhaka",3 Beds,3 Beds,63 Lakh
3 Beds,Apartment,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",3 Beds,3 Beds,1.2 Crore
2 Beds,Apartment,"Mirpur, Dhaka",2 Beds,2 Beds,46 Lakh
3 Beds,Apartment,"22 No. Enayet Bazaar Ward, Chattogram",3 Beds,3 Beds,1.62 Crore
3 Beds,Apartment,"Sector 9, Uttara, Dhaka",3 Beds,3 Beds,1.4 Crore
3 Beds,Apartment,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,65.75 Lakh
3 Beds,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",3 Beds,3 Beds,49.35 Lakh
3 Beds,Apartment,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,56.75 Lakh
3 Beds,Apartment,"Khulshi, Chattogram",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Khulshi, Chattogram",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Muradpur, Chattogram",3 Beds,3 Beds,76 Lakh
3 Beds,Apartment,"Block K, Baridhara, Dhaka",3 Beds,3 Beds,3.3 Crore
3 Beds,Apartment,"Dewan Bazar, Bakalia, Chattogram",3 Beds,3 Beds,78.4 Lakh
3 Beds,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh
